dail,electiondate,elecyear,district,districtid,party,partyid,name,pid,duplicate,m,ncand,electorate,quota,totalvote,validvote,spoiledvote,turnout,firstpref,finalvote,voteshare,quotashare,count,resultnotes,result,seat,enter_mt,exit_mt,byelec,bynote,female,age,birthyear,est_age,est_birthyear,deathyear,death,inc,local,mayor,seanad,euro,cruns,cwins,birthplace,localborn,occupation,iscoid,educode,eduyears,school,feeschool,university,ucd,edufield,edufieldcode,post_local,pre_local,post_cand,pre_cand,post_mp,pre_mp,hereditary,cablegacy,samename,samedistrict,samecounty,pre_fam,post_fam,familynotes,generation,familyline,family,predrelation,govparty,juniorgovparty,cabappt,cab1,cab2,cab3,cab4,cab5,cab6,cabexp,juniorappt,junior1,junior2,junior3,junior4,junior5,juniorexp,speaker,name_original
21,6/16/1977,1977,Dun Laoghaire,121,IND,10,"O'Higgins O'Malley, Una",4777,0,4,10,54064,7612,38312,38055,257,.7086,3305,3884,.0868,.43,6,,0,0,0,0,0,.,1,50,1927,50,1927,2005,0,0,,,,0,1,0,,,,,,,,,,,,,0,1,0,1,0,1,0,1,1,0,1,"O'Higgins, Michael (Cousin); O'Higgins2, Tom Jnr (Cousin); O'Higgins1, Dr Thomas Francis (Tom) Snr (Uncle); O'Higgins, Kevin (Father)",,,10,12810,128,12,0,0,0,,,,,,,0,0,,,,,,0,0,Una O'Higgins O'Malley
13,2/4/1948,1948,Dublin South West,119,FG,2,"O'Higgins, Michael",4781,0,5,13,55924,6601,39604,39604,,,3243,6151,.0819,.49,11,,1,5,0,0,0,.,0,31,1917,31,1917,2005,0,0,1,0,0,0,1,1,"Crookstown, County Kildare",0,Solicitor,2,4,16,"St Mary's College, Dublin, Clongowes Wood College",1,Incorporated Law Society of Ireland,0,Law,1,0,1,1,1,0,1,0,1,1,0,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins2, Tom Jnr (Brother, both elected in 1948); Brigid Hogan O'Higgins (née Hogan) (Wife, married after her election)",9,12809,128,1,1,0,0,,,,,,,0,0,,,,,,0,0,Michael O'Higgins
14,5/30/1951,1951,Dublin South West,119,FG,2,"O'Higgins, Michael",4781,0,5,12,60934,7000,41997,41997,,,2754,3521,.0656,.39,8,,0,0,0,0,0,.,0,34,1917,34,1917,2005,0,1,1,0,0,0,2,1,"Crookstown, County Kildare",0,Solicitor,2,4,16,"St Mary's College, Dublin, Clongowes Wood College",1,Incorporated Law Society of Ireland,0,Law,1,0,1,1,1,0,1,0,1,1,0,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins2, Tom Jnr (Brother, both elected in 1948); Brigid Hogan O'Higgins (née Hogan) (Wife, married after her election)",9,12809,128,1,0,0,0,,,,,,,0,0,,,,,,0,0,Michael O'Higgins
15,5/18/1954,1954,Dublin South West,119,FG,2,"O'Higgins, Michael",4781,0,5,13,63545,7276,43651,43651,,,4783,6915,.1096,.66,10,,1,4,0,0,0,.,0,37,1917,37,1917,2005,0,0,1,0,1,0,3,2,"Crookstown, County Kildare",0,Solicitor,2,4,16,"St Mary's College, Dublin, Clongowes Wood College",1,Incorporated Law Society of Ireland,0,Law,1,0,1,1,1,0,1,0,1,1,0,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins2, Tom Jnr (Brother, both elected in 1948); Brigid Hogan O'Higgins (née Hogan) (Wife, married after her election)",9,12809,128,1,1,0,0,,,,,,,0,0,,,,,,0,0,Michael O'Higgins
16,3/5/1957,1957,Dublin South West,119,FG,2,"O'Higgins, Michael",4781,0,5,12,63286,6603,39617,39617,,,4830,7340,.1219,.73,7,,1,3,0,0,0,.,0,40,1917,40,1917,2005,0,1,1,0,1,0,4,3,"Crookstown, County Kildare",0,Solicitor,2,4,16,"St Mary's College, Dublin, Clongowes Wood College",1,Incorporated Law Society of Ireland,0,Law,1,0,1,1,1,0,1,0,1,1,0,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins2, Tom Jnr (Brother, both elected in 1948); Brigid Hogan O'Higgins (née Hogan) (Wife, married after her election)",9,12809,128,1,0,0,0,,,,,,,0,0,,,,,,0,0,Michael O'Higgins
17,10/4/1961,1961,Wicklow,141,FG,2,"O'Higgins, Michael",4781,0,3,6,35394,5849,23394,23394,,,3516,6335,.1503,.6,5,,1,3,0,0,0,.,0,44,1917,44,1917,2005,0,1,1,0,1,0,5,4,"Crookstown, County Kildare",0,Solicitor,2,4,16,"St Mary's College, Dublin, Clongowes Wood College",1,Incorporated Law Society of Ireland,0,Law,1,0,1,1,1,0,1,0,1,1,0,0,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins2, Tom Jnr (Brother, both elected in 1948); Brigid Hogan O'Higgins (née Hogan) (Wife, married after her election)",9,12809,128,1,0,0,0,,,,,,,0,0,,,,,,0,0,Michael O'Higgins
18,4/7/1965,1965,Wicklow,141,FG,2,"O'Higgins, Michael",4781,0,3,5,35213,6292,25167,25167,,,4141,6711,.1645,.66,3,,1,2,0,0,0,.,0,48,1917,48,1917,2005,0,1,1,0,1,0,6,5,"Crookstown, County Kildare",0,Solicitor,2,4,16,"St Mary's College, Dublin, Clongowes Wood College",1,Incorporated Law Society of Ireland,0,Law,1,0,1,1,1,0,1,0,1,1,0,0,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins2, Tom Jnr (Brother, both elected in 1948); Brigid Hogan O'Higgins (née Hogan) (Wife, married after her election)",9,12809,128,1,0,0,0,,,,,,,0,0,,,,,,0,0,Michael O'Higgins
19,6/18/1969,1969,Wicklow,141,FG,2,"O'Higgins, Michael",4781,0,3,7,37578,7025,28097,28097,,,4883,5543,.1738,.7,5,,0,0,0,0,0,.,0,52,1917,52,1917,2005,0,1,1,0,1,0,7,5,"Crookstown, County Kildare",0,Solicitor,2,4,16,"St Mary's College, Dublin, Clongowes Wood College",1,Incorporated Law Society of Ireland,0,Law,1,0,1,1,1,0,1,0,1,1,0,0,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins2, Tom Jnr (Brother, both elected in 1948); Brigid Hogan O'Higgins (née Hogan) (Wife, married after her election)",9,12809,128,1,0,0,0,,,,,,,0,0,,,,,,0,0,Michael O'Higgins
11,6/23/1943,1943,Dublin South,116,FG,2,"O'Higgins2, Tom Jnr",4783,0,7,19,81004,6641,53122,53122,,,1461,,.0275,.22,0,,0,0,0,0,0,.,0,27,1916,27,1916,2003,0,0,0,0,0,0,1,0,"Cork City, County Cork",0,"Barrister, Judge",2,4,16,"St. Mary's College, Dublin, Clongowes Wood College",1,"University College Dublin, King's Inn",1,Law,1,1,1,1,1,1,1,0,1,1,0,0,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins, Michael (Brother, both elected in 1948)",8,12808,128,1,0,0,0,,,,,,,0,0,,,,,,0,0,Tom O'Higgins Jnr
13,2/4/1948,1948,Leix Offaly,127,FG,2,"O'Higgins2, Tom Jnr",4783,0,5,16,62687,7896,47373,47373,,,5458,8002,.1152,.6899999999999999,10,,1,3,0,0,0,.,0,32,1916,32,1916,2003,0,0,0,0,0,0,2,1,"Cork City, County Cork",0,"Barrister, Judge",2,4,16,"St. Mary's College, Dublin, Clongowes Wood College",1,"University College Dublin, King's Inn",1,Law,1,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins, Michael (Brother, both elected in 1948)",8,12808,128,1,1,0,0,,,,,,,0,0,,,,,,0,0,Tom O'Higgins Jnr
14,5/30/1951,1951,Leix Offaly,127,FG,2,"O'Higgins2, Tom Jnr",4783,0,5,10,60759,7794,46761,46761,,,7541,8523,.1613,.97,2,,1,2,0,0,0,.,0,35,1916,35,1916,2003,0,1,0,0,0,0,3,2,"Cork City, County Cork",0,"Barrister, Judge",2,4,16,"St. Mary's College, Dublin, Clongowes Wood College",1,"University College Dublin, King's Inn",1,Law,1,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins, Michael (Brother, both elected in 1948)",8,12808,128,1,0,0,0,,,,,,,0,0,,,,,,0,0,Tom O'Higgins Jnr
15,5/18/1954,1954,Leix Offaly,127,FG,2,"O'Higgins2, Tom Jnr",4783,0,5,7,59950,7899,47389,47389,,,5487,8049,.1158,.6899999999999999,2,,1,3,0,0,0,.,0,38,1916,38,1916,2003,0,1,0,0,0,0,4,3,"Cork City, County Cork",0,"Barrister, Judge",2,4,16,"St. Mary's College, Dublin, Clongowes Wood College",1,"University College Dublin, King's Inn",1,Law,1,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins, Michael (Brother, both elected in 1948)",8,12808,128,1,1,0,1,Minister for Health,,,,,,0,0,,,,,,0,0,Tom O'Higgins Jnr
16,3/5/1957,1957,Leix Offaly,127,FG,2,"O'Higgins2, Tom Jnr",4783,0,5,10,58833,7448,44685,44685,,,5486,8250,.1228,.74,7,,1,4,0,0,0,.,0,41,1916,41,1916,2003,0,1,0,0,0,0,5,4,"Cork City, County Cork",0,"Barrister, Judge",2,4,16,"St. Mary's College, Dublin, Clongowes Wood College",1,"University College Dublin, King's Inn",1,Law,1,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins, Michael (Brother, both elected in 1948)",8,12808,128,1,0,0,0,,,,,,,1,0,,,,,,0,0,Tom O'Higgins Jnr
17,10/4/1961,1961,Laoighis Offaly,127,FG,2,"O'Higgins2, Tom Jnr",4783,0,5,10,56568,7011,42062,42062,,,4943,7197,.1175,.71,2,,1,2,0,0,0,.,0,45,1916,45,1916,2003,0,1,0,0,0,0,6,5,"Cork City, County Cork",0,"Barrister, Judge",2,4,16,"St. Mary's College, Dublin, Clongowes Wood College",1,"University College Dublin, King's Inn",1,Law,1,1,1,1,1,1,1,0,1,1,0,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins, Michael (Brother, both elected in 1948)",8,12808,128,1,0,0,0,,,,,,,1,0,,,,,,0,0,Tom O'Higgins Jnr
18,4/7/1965,1965,Laoighis Offaly,127,FG,2,"O'Higgins2, Tom Jnr",4783,0,5,8,56237,7260,43559,43559,,,4775,7277,.1096,.66,2,,1,3,0,0,0,.,0,49,1916,49,1916,2003,0,1,0,0,0,0,7,6,"Cork City, County Cork",0,"Barrister, Judge",2,4,16,"St. Mary's College, Dublin, Clongowes Wood College",1,"University College Dublin, King's Inn",1,Law,1,1,1,1,1,1,1,0,1,1,0,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins, Michael (Brother, both elected in 1948)",8,12808,128,1,0,0,0,,,,,,,1,0,,,,,,0,0,Tom O'Higgins Jnr
19,6/18/1969,1969,Dublin County South,69,FG,2,"O'Higgins2, Tom Jnr",4783,0,3,9,38614,7040,28157,28157,,,6243,7665,.2217,.89,5,,1,1,0,0,0,.,0,53,1916,53,1916,2003,0,1,0,0,0,0,8,7,"Cork City, County Cork",0,"Barrister, Judge",2,4,16,"St. Mary's College, Dublin, Clongowes Wood College",1,"University College Dublin, King's Inn",1,Law,1,1,1,1,1,1,1,0,1,1,0,1,"O'Higgins1, Dr Thomas Francis (Tom) Snr (Father); O'Higgins, Kevin (Uncle)","O'Higgins O'Malley, Una (Cousin, unsuccessful)","O'Higgins, Michael (Brother, both elected in 1948)",8,12808,128,1,0,0,0,,,,,,,1,0,,,,,,0,0,Tom O'Higgins Jnr
26,6/15/1989,1989,Longford Westmeath,130,FG,2,"Belton, Louis J",1156,0,4,9,60786,8460,42783,42295,488,.7038,6515,8604,.154,.77,5,,1,3,0,0,0,.,0,46,1943,46,1943,,0,0,1,0,0,0,1,1,"Longford, County Longford",1,Building Society Employee,7,2,12,"St. Mel's College, Longford",0,NA,0,NA,,1,1,0,1,0,1,0,0,1,0,0,"Belton, Richard (Cousin); Belton, Patrick (Uncle); Belton, Luke (Brother or Cousin?); Belton, Jack (Cousin?); Belton2, Paddy (Cousin?)",,Paddy Belton (Brother) is county councillor and former Mayor of Longford,7,907,9,12,0,0,0,,,,,,,0,0,,,,,,0,0,Louis J Belton
27,11/25/1992,1992,Longford Roscommon,135,FG,2,"Belton, Louis J",1156,0,4,13,60709,9062,45806,45305,501,.7463,4769,6396,.1053,.53,7,Eliminated,0,0,0,0,0,.,0,49,1943,49,1943,,0,1,1,0,0,0,2,1,"Longford, County Longford",1,Building Society Employee,7,2,12,"St. Mel's College, Longford",0,NA,0,NA,,1,1,0,1,0,1,0,0,1,0,0,"Belton, Richard (Cousin); Belton, Patrick (Uncle); Belton, Luke (Brother or Cousin?); Belton, Jack (Cousin?); Belton2, Paddy (Cousin?)",,Paddy Belton (Brother) is county councillor and former Mayor of Longford,7,907,9,12,0,0,0,,,,,,,0,0,,,,,,0,0,Louis J Belton
28,6/6/1997,1997,Longford Roscommon,135,FG,2,"Belton, Louis J",1156,0,4,11,63942,9457,47843,47280,563,.7393999999999989,5696,9632,.1205,.6,8,Made Quota,1,4,0,0,0,.,0,54,1943,54,1943,,0,0,1,0,1,0,3,2,"Longford, County Longford",1,Building Society Employee,7,2,12,"St. Mel's College, Longford",0,NA,0,NA,,1,1,0,1,0,1,0,0,1,0,0,"Belton, Richard (Cousin); Belton, Patrick (Uncle); Belton, Luke (Brother or Cousin?); Belton, Jack (Cousin?); Belton2, Paddy (Cousin?)",,Paddy Belton (Brother) is county councillor and former Mayor of Longford,7,907,9,12,0,0,0,,,,,,,0,0,,,,,,0,0,Louis J Belton
29,5/17/2002,2002,Longford Roscommon,135,FG,2,"Belton, Louis J",1156,0,4,15,70650,9938,50310,49689,621,.7033,4762,6215,.0958,.48,9,Eliminated,0,0,0,0,0,.,0,59,1943,59,1943,,0,1,1,0,1,0,4,2,"Longford, County Longford",1,Building Society Employee,7,2,12,"St. Mel's College, Longford",0,NA,0,NA,,1,1,0,1,0,1,0,0,1,0,0,"Belton, Richard (Cousin); Belton, Patrick (Uncle); Belton, Luke (Brother or Cousin?); Belton, Jack (Cousin?); Belton2, Paddy (Cousin?)",,Paddy Belton (Brother) is county councillor and former Mayor of Longford,7,907,9,12,0,0,0,,,,,,,0,0,,,,,,0,0,Louis J Belton
20,2/28/1973,1973,Wexford,140,FG,2,"Esmonde, John Grattan",2390,0,4,8,49881,7570,38491,37846,645,.7717000000000001,5074,7515,.1341,.67,5,,1,4,0,0,0,.,0,45,1928,45,1928,1987,0,0,0,0,0,0,1,1,Dublin,0,Senior Counsel,2,4,16,Blackrock College,1,"King's Inns (1945–9), and UCD (B.Comm. NUI, 1950)",1,Law,1,0,1,0,1,0,1,1,0,1,1,1,"Esmonde, Sir Anthony (Father); Esmonde, Sir John Lymbrick (Uncle); Esmonde, Sir Osmond (Third Cousin); Esmonde, Sir Thomas (Grandfather's Cousin); Esmonde, John Joseph (Grandfather, Pre-Independence MP); Esmonde, Sir John, 10th Baronet (Great Great Uncle, Pre-Independence MP)",,,7,6506,65,1,1,0,0,,,,,,,0,0,,,,,,0,0,John Grattan Esmonde
21,6/16/1977,1977,Wexford,140,FG,2,"Esmonde, John Grattan",2390,0,4,9,57460,8854,44895,44265,630,.7813,4142,5494,.0936,.47,5,,0,0,0,0,0,.,0,49,1928,49,1928,1987,0,1,0,0,0,0,2,1,Dublin,0,Senior Counsel,2,4,16,Blackrock College,1,"King's Inns (1945–9), and UCD (B.Comm. NUI, 1950)",1,Law,1,0,1,0,1,0,1,1,0,1,1,1,"Esmonde, Sir Anthony (Father); Esmonde, Sir John Lymbrick (Uncle); Esmonde, Sir Osmond (Third Cousin); Esmonde, Sir Thomas (Grandfather's Cousin); Esmonde, John Joseph (Grandfather, Pre-Independence MP); Esmonde, Sir John, 10th Baronet (Great Great Uncle, Pre-Independence MP)",,,7,6506,65,1,0,0,0,,,,,,,0,0,,,,,,0,0,John Grattan Esmonde
6,3/14/1929,1929,Dublin North,112,CNAG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,1,2,96748,28370,56739,56739,,.5865,28445,28445,.5013,1,1,Made Quota,1,1,1,0,1,By election caused by resignation of Alfie Byrne.,0,39,1890,39,1890,1953,0,0,0,0,0,0,1,1,"Stradbally, Queen's Co. (Laois)",0,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,0,1,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,1,0,0,,,,,,,0,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
7,2/16/1932,1932,Leix Offaly,127,CNAG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,5,11,59774,7808,46845,46845,,,4811,7455,.1027,.62,8,,1,4,0,0,0,.,0,42,1890,42,1890,1953,0,1,0,0,0,0,2,2,"Stradbally, Queen's Co. (Laois)",1,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,0,0,0,,,,,,,0,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
8,1/24/1933,1933,Leix Offaly,127,CNAG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,5,9,60364,8399,50389,50389,,,7640,9383,.1516,.91,2,,1,1,0,0,0,.,0,43,1890,43,1890,1953,0,1,0,0,0,0,3,3,"Stradbally, Queen's Co. (Laois)",1,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,0,0,0,,,,,,,0,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
9,7/1/1937,1937,Leix Offaly,127,FG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,5,9,60945,7932,47587,47587,,,6122,7700,.1286,.77,6,,1,5,0,0,0,.,0,47,1890,47,1890,1953,0,1,0,0,0,0,4,4,"Stradbally, Queen's Co. (Laois)",1,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,0,0,0,,,,,,,0,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
10,6/17/1938,1938,Leix Offaly,127,FG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,5,9,60858,8136,48810,48810,,,8315,8315,.1704,1.02,1,,1,3,0,0,0,.,0,48,1890,48,1890,1953,0,1,0,0,0,0,5,5,"Stradbally, Queen's Co. (Laois)",1,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,0,0,0,,,,,,,0,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
11,6/23/1943,1943,Leix Offaly,127,FG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,5,13,62694,7940,47637,47637,,,6479,8037,.136,.82,3,,1,1,0,0,0,.,0,53,1890,53,1890,1953,0,1,0,0,0,0,6,6,"Stradbally, Queen's Co. (Laois)",1,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,0,0,0,,,,,,,0,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
12,5/30/1944,1944,Leix Offaly,127,FG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,5,11,62694,7484,44898,44898,,,6354,7499,.1415,.85,7,,1,3,0,0,0,.,0,54,1890,54,1890,1953,0,1,0,0,0,0,7,7,"Stradbally, Queen's Co. (Laois)",1,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,1,1,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,0,0,0,,,,,,,0,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
13,2/4/1948,1948,Cork Borough,29,FG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,5,16,62626,7480,44875,44875,,,7351,7674,.1638,.98,5,,1,1,0,0,0,.,0,58,1890,58,1890,1953,0,1,0,0,0,0,8,8,"Stradbally, Queen's Co. (Laois)",0,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,0,0,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,1,0,1,Minister for Defence,Minister for Industry & Commerce,,,,,0,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
14,5/30/1951,1951,Cork Borough,29,FG,2,"O'Higgins1, Dr Thomas Francis (Tom) Snr",4782,0,5,10,62336,7733,46396,46396,,,7858,7578,.1694,1.02,1,,1,2,0,1,0,.,0,61,1890,61,1890,1953,1,1,0,0,0,0,9,9,"Stradbally, Queen's Co. (Laois)",0,Doctor,2,4,16,"Presentation Convent, Stradbally, Christian Brothers’ schools in Maryborough (Portlaoise), and Clongowes Wood College, Co. Kildare",1,UCD,1,Medicine,6,1,1,1,1,1,1,0,1,1,0,0,"O'Higgins, Kevin (Brother); Sullivan, Timothy Daniel (Grandfather, pre-independence MP)","O'Higgins2, Tom Jnr (Son); O'Higgins, Michael (Son); O'Higgins O'Malley, Una (Niece, unsuccessful)","Other relatives: Father's first cousin Timothy Healy, MP, first governor-general of the Irish Free State",7,12807,128,3,0,0,0,,,,,,,1,0,,,,,,0,0,Dr Thomas Francis (Tom) O'Higgins1 Snr
31,5/23/2014,2014,Longford Westmeath,130,FF,1,"O'Rourke, Aengus",4936,0,1,9,87999,24502,50495,49003,1492,.5738133387879401,8910,14581,.1818256025141318,.3636437841808832,7,Not Elected,0,0,0,0,1,By election caused by death on 25 March 2014 of Nicky McFadden.,0,45,1969,45,1969,,0,0,1,0,0,0,1,0,Dublin,0,Athlone Town Council,1,,,,,,,,,0,1,0,1,0,1,1,1,1,1,1,"O'Rourke, Mary (Mother); Lenihan, Conor (Cousin); Lenihan2, Brian Jnr (Cousin); Lenihan1, Brian Snr (Uncle); Lenihan1, Patrick (Grandfather); Lenihan2, Patrick (Uncle, unsuccessful)",,,7,9806,98,6,0,0,0,,,,,,,0,0,,,,,,0,0,Aengus O'Rourke
24,11/24/1982,1982,Wexford,140,FG,2,"Doyle, Avril",2265,0,5,10,66406,8394,50921,50361,560,.7584,5753,8710,.1142,.6899999999999999,0,,1,4,0,0,0,.,1,33,1949,33,1949,,0,0,1,1,0,0,1,1,Dublin,0,Housewife,9,4,16,"Holy Child Convent, Killiney, Co Dublin",1,"University College, Dublin (BSc Biochemistry)",1,Biochemistry,4,1,1,1,1,1,1,0,0,0,0,0,"Belton, Richard (Father, SD); Belton, Patrick (Grandfather, TD); Belton, Jack (Uncle); Belton2, Paddy (Uncle); Belton, Luke (Father's Cousin)","Belton, Louis J (Unknown)",,6,906,9,1,1,0,0,,,,,,,0,1,MOS at Dept. of Finance,MOS at Dept. of the Environment,,,,0,0,Avril Doyle
